Nº DCB ;DENOMINAÇÃO COMUM BRASILEIRA;Nº CAS
08230;suproclona;77590-92-2
08231;suprofeno;40828-46-4
08232;suramina sódica;129-46-4
08233;surfômer;71251-04-2
08234;suricainida;85053-46-9
08236;suriclona;53813-83-5
08237;suritozol;110623-33-1
08238;suronacrina;104675-35-6
08240;sutilaína;12211-28-8
10791;suvorexanto;1030377-33-3
08241;suxametônio ;306-40-1
08245;suxemerida;47662-15-7
08246;suxibuzona;27470-51-5
10560;Symphoricarpus racemosus ;[Ref. 8]
10561;Symphytum officinale ;[Ref. 8]
10757;Symphytum officinale L.;[Ref. 6]
10758;Symphytum x uplandicum Nyman;[Ref. 6]
10759;Syzygium aromaticum (L.) Merr. & L.M. Perry ;[Ref. 6]
10562;Syzygium jambolanum   ;[Ref. 8]
10563;Tabacum  ;[Ref. 8]
08247;tabilautida;78088-46-7
08248;tabimorrelina;193079-69-5
08249;tacalcitol;57333-96-7
09804;tacatuzumabe (90 Y);[Ref. 2]
09805;tacatuzumabe tetraxetana (90 Y);476413-07-7
08250;tacrina;321-64-2
08252;tacrolimo;104987-11-3
09719;tacrolimo monoidratado ;109581-93-3
08253;tadalafila;171596-29-5
10990;tafamidis;594839-88-0
10991;tafamidis meglumina;951395-08-7
08254;tafenoquina;106635-80-7
08255;tafluposídeo;179067-42-6
09844;tafluprosta;209860-87-7
10932;tafoxiparina sódica;936084-30-9
08256;taglutimida;14166-26-8
08257;tagorizina;118420-47-6
08258;talampanel;161832-65-1
08259;talampicilina;47747-56-8
08261;talaporfina;110230-98-3
08262;talastina;16188-61-7
08263;talbutal;115-44-6
08264;talco;14807-96-6
08265;taleranol;42422-68-4
08266;talidomida;50-35-1
11126;talimogeno laerparepeveque;1187560-31-1
08267;talinolol;57460-41-0
08268;talipexol;101626-70-4
08269;talisomicina;65057-90-1
08270;talmetacina;67489-39-8
08271;talmetoprima;66093-35-4
08272;talnetanto;174636-32-9
08273;talniflumato;66898-62-2
08274;talopram;7182-51-6
08275;talosalato;66898-60-0
08276;taloximina;17243-68-4
08277;talsaclidina;147025-53-4
08278;talsupram;21489-20-3
08279;taltrimida;81428-04-8
10760;Tamarindus indica L. ;[Ref. 6]
08280;tameridona;102144-78-5
08281;tameticilina;56211-43-9
08282;tametralina;52795-02-5
08283;tamitinol;59429-50-4
08284;tamoxifeno;10540-29-1
08287;tampramina;83166-17-0
10761;Tanacetum parthenium (L.) Sch.Bip.;[Ref. 6]
10564;Tanacetum vulgare  ;[Ref. 8]
00781;tanato de anfetamina;1407-85-8
02831;tanato de dexanfetamina;[Ref. ]
03312;tanato de efedrina;1405-94-3
03927;tanato de fenilefrina;1916-03-1
05653;tanato de mepiramina;183969-60-0
06958;tanato de pentoxiverina;[Ref. 4]
08289;tandamina;42408-80-0
08291;tandospirona;87760-53-0
09688;tanino;1401-55-4
08293;taniplona;106073-01-2
08294;tanomastate;179545-77-8
08295;tansulosina;106133-20-4
10655;tapentadol;175591-23-8
08297;taplitumomabe paptox;235428-87-2
08298;taprosteno;108945-35-3
10567;Taraxacum officinale ;[Ref. 8]
10886;Taraxacum officinale F.H. Wigg.;[Ref. 6]
10566;Tarentula cubensis;[Ref. 8]
10565;Tarentula hispanica;[Ref. 8]
00556;tartarato de alimemazina;4330-99-8
00604;tartarato de altanserina;79449-96-0
00352;tartarato de antimônio e potássio;11071-15-1
09845;tartarato de antimônio e sódio;34521-09-0
00353;tartarato de bismuto e sódio;31586-77-3
01623;tartarato de butorfanol;58786-99-5
01738;tartarato de carbinoxamina;49746-00-1
03022;tartarato de di-hidroergotamina;5989-77-5
03484;tartarato de ergometrina;75088-32-3
03487;tartarato de ergotamina;379-79-3
03976;tartarato de fenomorfano;[Ref. 3]
04246;tartarato de folcodina;7369-11-1
08300;tartarato de hexametônio;2079-78-9
08301;tartarato de hidroxipiridina;7008-17-5
04805;tartarato de ifemprodil;23210-58-4
09480;tartarato de lasofoxifeno;190791-29-8
05288;tartarato de levorfanol;125-72-4
11196;tartarato de levorfanol di-hidratado;5985-38-6
11197;tartarato de levorfanol monoidratado;5985-50-2
05803;tartarato de metilergometrina;6209-37-6
05877;tartarato de metoprolol;56392-17-7
06083;tartarato de morantel;26155-31-7
06115;tartarato de morfina;302-31-8
00479;tartarato de nicotinila;6164-87-0
08302;tartarato de pentolônio;52-62-0
07105;tartarato de piperazina;133-36-8
07138;tartarato de pirantel;33401-94-4
07203;tartarato de piroglirida;62625-19-8
00354;tartarato de potássio;921-53-9
09846;tartarato de potássio e sódio;304-59-6
07501;tartarato de protirrelina;53935-32-3
00355;tartarato de sódio;868-18-8
08037;tartarato de solipertina;5591-43-5
08762;tartarato de tolterodina;124937-52-6
09555;tartarato de vareniclina;375815-87-5
08303;tasonermina;94948-59-1
08304;tasosartana;145733-36-4
08305;tasuldina;88579-39-9
08306;taurina;107-35-7
08307;taurocolato de sódio;145-42-6
10076;taurodeoxicolato de sódio;1180-95-6
08308;taurolidina;19388-87-5
08309;tauromustina;85977-49-7
08310;taurosteína;124066-33-7
08311;taurultam;38668-01-8
08312;tazadoleno;87936-75-2
08313;tazanolaste;82989-25-1
08314;tazaroteno;118292-40-3
08315;tazassubrato;79071-15-1
08316;tazeprofeno;85702-89-2
08317;tazifilina;79712-55-3
08319;taziprinona;79253-92-2
08320;tazobactam;89786-04-9
08321;tazobactam sódico;89785-84-2
08322;tazofelona;136433-51-7
08323;tazolol;39832-48-9
08324;tazomelina;131987-54-7
08325;tebacona;466-90-0
09568;tebaína;[Ref. 4]
08327;tebatizol;54147-28-3
08328;tebipeném pivoxila;161715-24-8
08340;teboroxima (99m Tc);104716-22-5
08329;tebufelona;112018-00-5
08330;tebuquina;74129-03-6
08331;teceleucina;94218-75-4
08332;teclotiazida;4267-05-4
08333;teclozana;5560-78-1
08341;tedisamila;90961-53-8
08342;tefazolina;1082-56-0
08343;tefemperato;77342-26-8
08344;tefludazina;80680-06-4
08345;teflurano;124-72-1
08346;teflutixol;55837-23-5
08347;tegafur;17902-23-7
08348;tegaserode;145158-71-0
08349;teicoplanina;61036-62-2
09963;telaprevir;402957-28-2
08350;telbermina;205887-54-3
09556;telbivudina;3424-98-4
08351;telenzepina;80880-90-6
08352;telimomabe aritox;117305-33-6
08353;telinavir;143224-34-4
08354;telitromicina;173838-31-8
10568;Tellurium metallicum ;[Ref. 8]
08355;telmesteína;122946-43-4
08356;telmisartana;144701-48-4
08357;teloxantrona;91441-48-4
08358;teludipino;108687-08-7
08359;temafloxacino;108319-06-8
08361;temaroteno;75078-91-0
08362;temazepam;846-50-4
08363;temefós;3383-96-8
08364;temelastina;86181-42-2
08365;temocapril;111902-57-9
08366;temocaprilato;110221-53-9
08367;temocilina;66148-78-5
08368;temodox;34499-96-2
08369;temoporfina;122341-38-2
08370;temozolomida;85622-93-1
08371;temurtida;66112-59-2
08372;tenalidina;86-12-4
08373;tenanfetamina;4764-17-4
08374;tenatoprazol;113712-98-4
08375;tendamistate;86596-25-0
08376;tenecteplase;191588-94-0
08377;tenidape;120210-48-2
08378;tenilapina;82650-83-7
08379;tenildiamina;91-79-2
08381;tenilidona;893-01-6
08382;teniloxazina;62473-79-4
08383;tenilsetam;86696-86-8
08384;teniposídeo;29767-20-2
08385;tenitramina;21946-79-2
08386;tenivastatina;121009-77-6
08387;tenociclidina;21500-98-1
08388;tenofovir;147127-20-6
11198;tenofovir alafenamida;379270-37-8
08390;tenonitrozol;3810-35-3
08391;tenosal;95232-68-1
08392;tenosiprol;129336-81-8
08393;tenoxicam;59804-37-4
09616;tensirolimo;162635-04-3
08394;teobromina;83-67-0
07432;teoclato de prometazina;17693-51-5
08395;teodrenalina;13460-98-5
08397;teofilina;58-55-9
02589;teofilinato de colina;4499-40-5
08400;teopranitol;81792-35-0
08401;teoprolol;65184-10-3
08402;tepirindol;72808-81-2
08403;tepoxalina;103475-41-8
08404;teprenona;6809-52-5
08405;teprotida;35115-60-7
08406;terazosina;63590-64-7
08408;terbequinila;113079-82-6
08409;terbinafina;91161-71-6
08411;terbogrel;149979-74-8
08412;terbucromila;37456-21-6
08413;terbufibrol;56488-59-6
08414;terbutalina;23031-25-6
08416;terciprazina;56693-15-3
08417;terconazol;67915-31-5
08418;terdecamicina;113167-61-6
10569;Terebinthina ;[Ref. 8]
08419;terebintina;[Ref. 4]
04662;tereftalato de hidrocodona;7490-98-4
06722;tereftalato de oxicodona;64336-55-6
08420;terestigmina;147650-57-5
08421;terfenadina;50679-08-8
08422;terflavoxato;86433-40-1
08423;terfluranol;64396-09-4
08424;tergurida;37686-84-3
08425;tericalanto;132338-79-5
10627;teriflunomida;163451-81-8
08427;teriparatida;52232-67-4
08429;terizidona;25683-71-0
08430;terlaquireno;119625-78-4
08431;terlipressina;14636-12-5
08433;ternidazol;1077-93-6
08434;terodilina;15793-40-5
08436;terofenamato;29098-15-5
08437;teroxaleno;14728-33-7
08438;teroxirona;59653-74-6
08439;terpina;80-53-5
09337;terpina monoidratada;2451-01-6
08440;terpineol;8000-41-7
08441;tertatolol;34784-64-0
08443;tesaglitazar;251565-85-2
08444;tesicam;21925-88-2
08445;tesimida;35423-09-7
08446;tesmilifeno;98774-23-3
08447;testolactona;968-93-4
08448;testosterona;58-22-0
10792;tetaepoetina;762263-14-9 
08460;tetrabarbital;76-23-3
08461;tetrabenazina;58-46-8
08462;tetracaína;94-24-6
08464;tetraciclina;60-54-8
08467;tetracosactida;16960-16-0
08469;tetradecilsulfato de sódio;139-88-8
08471;tetrafluorborato de cobre;38465-60-0
08472;tetrafluorborato tetramibi cuproso ;[Ref. 2]
08470;tetraidrocanabinol;5957-75-5
05768;tetraiodeto de metenamina;12001-65-9
08473;tetrametrina;7696-12-0
08474;tetramisol;5036-02-2
08478;tetranitrato de eritritila;7297-25-8
08479;tetranitrato de pentaeritritila;78-11-5
09715;tetraxetano;60239-18-1
08480;tetrazepam;10379-14-3
08481;tetrazolaste;95104-27-1
08482;tetridamina;17289-49-5
08483;tetrizolina;84-22-0
08485;tetrofosmina;127502-06-1
09806;tetrofosmina (99m Tc);127455-27-0
08486;tetronasina;75139-06-9
08487;tetroquinona;319-89-1
08488;tetroxoprima;53808-87-0
10570;Teucrium marum ;[Ref. 8]
08489;teverrelix;144743-92-0
08490;texacromila;77005-28-8
08491;tezacitabina;130306-02-4
08492;tezosentana;180384-57-0
10841;Theobroma cacao L. ;[Ref. 6]
10571;Theridion  ;[Ref. 8]
10572;Thiosinaminum ;[Ref. 8]
10573;Thlaspi bursa-pastoris ;[Ref. 8]
10574;Thuya occidentalis ;[Ref. 8]
11059;Thymus vulgaris  L.;[Ref. 6]
10575;Thyroidinum;[Ref. 8]
08493;tiabendazol;148-79-8
08496;tiacetarsamida sódica;14433-82-0
08497;tiacrilaste;78299-53-3
08498;tiadenol;6964-20-1
08499;tiafibrato;55837-28-0
08500;tiagabina;115103-54-3
08502;tialbarbital;467-36-7
08503;tialbarbital sódico;3546-29-0
08504;tiamazol;60-56-0
08505;tiambutosina;500-89-0
08506;tiamenidina;31428-61-2
08508;tiamilal;77-27-0
08509;tiamilal sódico;337-47-3
08510;tiamina;59-43-8
08515;tiamiprina;5581-52-2
08516;tiamizida;3688-85-5
08517;tiamulina;55297-95-5
08519;tianafaco;51527-19-6
08520;tianeptina;66981-73-5
08521;tianeptina sódica;30123-17-2
08522;tianfenicol;15318-45-3
08527;tiapamil;57010-31-8
08529;tiapirinol;14785-50-3
08530;tiaprida;51012-32-9
08532;tiaprosta;71116-82-0
08533;tiaramida;32527-55-2
09807;tiatida (99m Tc);104348-91-6
08535;tiazesim;5845-26-1
08536;tiazofurina;60084-10-8
08537;tiazossulfona;473-30-3
08538;tiazurila;35319-70-1
08539;tibamato;4268-36-4
08540;tibegliseno;129731-11-9
08541;tibenelaste;97852-72-7
08542;tibolona;5630-53-5
08543;tibrofana;15686-72-3
08544;ticabesona;74131-77-4
09720;ticagrelor;274693-27-5
08545;ticaloprida;202590-69-0
08546;ticarbodina;31932-09-9
08547;ticarcilina;34787-01-4
08548;ticarcilina dissódica;4697-14-7
08549;ticlatona;70-10-0
08550;ticlopidina;55142-85-3
08552;ticolubanto;154413-61-3
08553;tidembersate;175013-73-7
08554;tidiácico;30097-06-4
08555;tienocarbina;75458-65-0
08556;tienopramina;37967-98-9
08557;tienoxolol;90055-97-3
08558;tietilperazina;1420-55-9
08560;tifacogina;148883-56-1
08561;tifemoxona;39754-64-8
08562;tifenamila;82-99-5
08563;tifencilina;26552-51-2
08564;tiflamizol;62894-89-7
08565;tiflorex;53993-67-2
08566;tifluadom;81656-30-6
08567;tiflucarbina;89875-86-5
08568;tiformina;4210-97-3
08569;tifuraco;97483-17-5
09535;tigeciclina;220620-09-7
08570;tigemonam;102507-71-1
08571;tigestol;896-71-9
08572;tigloidina;495-83-0
08573;tilactase;9031-11-2
08299;tilarginina;17035-90-4
08574;tilbroquinol;7175-09-9
08575;tiletamina;14176-49-9
08577;tilidina;20380-58-9
08579;tiliquinol;5541-67-3
08580;tilisolol;85136-71-6
08581;tilmacoxibe;180200-68-4
08582;tilmicosina;108050-54-0
08583;tilomisol;58433-11-7
08584;tilorona;27591-97-5
08586;tilosina;1401-69-0
08587;tiloxapol;25301-02-4
08588;tilozepina;42239-60-1
08589;tilsuprosta;80225-28-1
08590;timalfasina;62304-98-7
08591;timefurona;76301-19-4
08592;timegadina;71079-19-1
08593;timelotem;96306-34-2
08594;timerfonato de sódio;5964-24-9
08595;timiperona;57648-21-2
08596;timirdina;100417-09-2
08597;timobesona;87116-72-1
08599;timocartina;85466-18-8
08600;timofibrato;64179-54-0
08601;timol;89-83-8
08603;timolol;26839-75-8
08605;timomodulina;90803-92-2
08606;timonácico;444-27-9
08608;timonácico sódico;35041-11-3
08609;timopentina;69558-55-0
08610;timoprazol;57237-97-5
08611;timostimulina;117149-90-3
08612;timotrinana;85465-82-3
08613;tinabinol;50708-95-7
08614;tinazolina;62882-99-9
08615;tincodar;179033-51-3
08616;tinidazol;19387-91-8
08617;tinissulprida;69387-87-7
08618;tinofedrina;66788-41-8
08619;tinoridina;24237-54-5
08621;tinzaparina sódica;9041-08-1
08622;tioacetazona;104-06-3
11199;tiobarbital;77-32-7
11200;tiobutabarbital;2095-57-0
08623;tiobutabarbital sódico;947-08-0
08624;tiocarlida;910-86-1
03017;tiocianato de di-hidrocodeína;[Ref. 5]
03497;tiocianato de eritromicina;[Ref. 5]
09865;tiocianato de potássio;333-20-0
08625;tioclomarol;22619-35-8
08626;tiocolchicosídeo;602-41-5
08627;tioconazol;65899-73-2
08628;tiodazosina;66969-81-1
08629;tiodiglicol;111-48-8
08630;tioexamida;3692-44-2
08631;tiofentanila;[Ref. ]
08632;tiofuradeno;2240-21-3
08633;tioguanina;154-42-7
08634;tiomersal;54-64-8
08635;tiomesterona;2205-73-4
08637;tiopental;76-75-5
08638;tiopental sódico;71-73-8
08639;tioperidona;52618-67-4
08640;tiopinaco;61220-69-7
08641;tiopronina;1953-02-2
08642;tiopropamina;39516-21-7
08643;tiopropazato;84-06-0
08644;tioproperazina;316-81-4
08645;tioridazina;50-52-2
08647;tiosalana;15686-78-9
08648;tiospirona;87691-91-6
04734;tiossulfato de magnésio;10124-53-5
08650;tiossulfato de sódio;7772-98-7
09847;tiossulfato de sódio pentaidratado;10102-17-7
08651;tiotepa;52-24-4
08652;tiotetrabarbital;467-38-9
08653;tiotidina;69014-14-8
08654;tiotixeno;3313-26-6
09848;tioureia;62-56-6
08655;tioxacino;34976-39-1
08656;tioxamaste;74531-88-7
08657;tioxaprofeno;40198-53-6
08658;tioxidazol;61570-90-9
08659;tioxolona;4991-65-5
08660;tipentosina;95588-08-2
08662;tipepidina;5169-78-8
08664;tipifarnibe;192185-72-1
08665;tipindol;7489-66-9
08666;tiplimotida;178823-49-9
08667;tipranavir;174484-41-4
11201;tipranavir dissódico;191150-83-1
08668;tipredano;85197-77-9
08669;tiprenolol;26481-51-6
08671;tiprinaste;83153-39-3
08672;tipropidil;70895-45-3
08673;tiprostanida;67040-53-3
08674;tiprotimode;105523-37-3
08675;tiquesida;99759-19-0
08676;tiquinamida;53400-67-2
08677;tiracizina;83275-56-3
08678;tiram;137-26-8
08679;tiramina;51-67-2
08680;tirapazamina;27314-97-2
08681;tiratricol;51-24-1
08682;tiratricol sódico;1477-04-9
08683;tirilazade;110101-66-1
08685;tirocidina;8011-61-8
09971;tiroctreotida hinic (99m Tc);[Ref. 8]
08686;tirofibana;144494-65-5
08688;tiroglobulina;9010-34-8
09534;tiroidina;8001-24-9
08689;tiromedana;15301-96-9
08690;tiropanoato de sódio;7246-21-1
08691;tiropramida;55837-29-1
08692;tirosina;60-18-4
08693;tirosinase;9002-10-2
08694;tirotricina;1404-88-2
08695;tirotrofina;9002-71-5
09756;tiroxina (125 I);24486-40-6
09757;tiroxina (131 I);7019-69-4
08696;tisocromida;35423-51-9
08697;tisopurina;5334-23-6
08698;tisoquona;40692-37-3
08699;tivanidazol;80680-05-3
08700;tixadil;2949-95-3
08701;tixanox;40691-50-7
08702;tixocortol;61951-99-3
08704;tizanidina;51322-75-9
08706;tizolemida;56488-58-5
08707;tobicilina;151287-22-8
08708;toborinona;143343-83-3
08709;tobramicina;32986-56-4
08711;tobuterol;75626-99-2
08712;tocainida;41708-72-9
08713;tocanfila;5634-42-4
09656;tocilizumabe;375823-41-9
08714;tocladesina;41941-56-4
08715;tocoferila de tretinoína;40516-48-1
08720;tocofersolana;9002-96-4
08721;tocofibrato;50465-39-9
08722;todralazina;14679-73-3
10649;tofacitinibe;477600-75-2
08723;tofenacina;15301-93-6
08725;tofimilaste;185954-27-2
08726;tofisopam;22345-47-7
08727;tolamolol;38103-61-6
08728;tolazamida;1156-19-0
08729;tolazolina;59-98-3
08730;tolboxano;2430-46-8
08731;tolbutamida;64-77-7
08732;tolcapona;134308-13-7
08733;tolciclato;50838-36-3
08734;toldinfós;57808-64-7
08735;tolfamida;70788-29-3
08736;tolgabida;86914-11-6
08737;tolicaína;3686-58-6
08738;tolimidona;41964-07-2
08739;tolindato;27877-51-6
08740;toliprolol;2933-94-0
08741;tolmesóxido;38452-29-8
08742;tolmetina;26171-23-3
08743;tolmetina sódica;35711-34-3
08744;tolnaftato;2398-96-1
08745;tolnapersina;70312-00-4
08746;tolnidamina;50454-68-7
08747;tolonidina;4201-22-3
08748;toloxatona;29218-27-7
08749;toloxiclorinol;6055-48-7
08750;tolpadol;77502-27-3
08751;tolpentamida;1027-87-8
08752;tolperisona;728-88-1
08754;tolpiprazol;20326-13-0
08755;tolpirramida;5588-38-5
08756;tolpovidona (131 I);9015-62-7
08757;tolpronina;97-57-4
08758;tolpropamina;5632-44-0
08759;tolquinzol;6187-50-4
08760;tolrestate;82964-04-3
08761;tolterodina;124937-51-5
08763;toltrazurila;69004-03-1
11079;tolueno;108-88-3
08764;tolufazepam;86273-92-9
08765;tolvaptana;150683-30-0
08766;tomeglovir;233254-24-5
08767;tomelucaste;88107-10-2
08768;tomoglumida;97964-54-0
08771;tomoxiprol;76145-76-1
08772;tonabersate;175013-84-0
08773;tonazocina;71461-18-2
08774;tonzilamina;91-85-0
08776;topiramato;97240-79-4
08777;topotecana;123948-87-8
08779;toprilidina;54063-58-0
08780;topterona;60607-35-4
08781;toquizina;7125-71-5
08782;torasemida;56211-40-6
08783;torbafilina;105102-21-4
08784;toremifeno;89778-26-7
08786;toripristona;91935-26-1
08787;tosactida;47931-80-6
08788;tosifeno;32295-18-4
08789;tosilato de bretílio;61-75-6
10992;tosilato de dapaconazol;1394826-04-0
10993;tosilato de edoxabana;480449-71-6
10994;tosilato de edoxabana monoidratado;1229194-11-9
08790;tosilato de emílio;30716-01-9
09964;tosilato de fluoretilcolina;479407-07-3
04851;tosilato de improssulfano;32784-82-0
08791;tosilato de itramina;13445-63-1
07655;tosilato de recainam;74752-08-2
09536;tosilato de sorafenibe;475207-59-1
08214;tosilato de sultamicilina;83105-70-8
08792;tosilato de suplataste;94055-76-2
08793;tosilato de tretínio;1748-43-2
08794;tosilato de troxipirrólio;3612-98-4
08795;tosilato de troxônio;391-70-8
08796;tosilato de xilamidina;6443-40-9
08797;tosilcloramida sódica;127-65-1
08798;tositumomabe;208921-02-2
09758;tositumomabe (131 I);192391-48-3
08799;tosufloxacino;108138-46-1
08800;tosulur;87051-13-6
09567;toxina botulínica A;93384-43-1
10608;toxina onabotulínica A;1309378-01-5
08801;tozalinona;655-05-0
09648;trabectedina;114899-77-3
08802;traboxopina;103624-59-5
08803;tracazolato;41094-88-6
08804;trafermina;131094-16-1
08805;tralonida;21365-49-1
08806;tramadol;27203-92-5
08808;tramazolina;1082-57-1
10675;trametinibe;871700-17-3
08810;trandolapril;87679-37-6
08811;trandolaprilate;87679-71-8
08812;tranilaste;53902-12-8
08813;tranilcipromina;155-09-9
08815;transcainida;88296-62-2
08816;trapencaína;104485-01-0
08817;trapidil;15421-84-8
08818;trastuzumabe;180288-69-1
10695;trastuzumabe entansina;1018448-65-1
08819;travoprosta;157283-68-6
08820;traxanox;58712-69-9
08821;traxoprodil;134234-12-1
08822;trazitilina;26070-23-5
08823;trazodona;19794-93-5
08825;trazoloprida;86365-92-6
10077;trealose;99-20-7
10078;trealose di-hidratada;6138-23-4
08826;trebenzomina;23915-73-3
08827;trecadrina;90845-56-0
08828;trecetilida;180918-68-7
08829;trecovirseno;148998-94-1
08830;trefentanila;120656-74-8
08831;trelnarizina;123205-52-7
08832;treloxinato;30910-27-1
08833;tremacanra;155576-45-7
08834;trembolona;10161-33-8
11202;tremelimumabe ;745013-59-6
08836;trengestona;5192-84-7
08837;trenizina;82190-93-0
08838;treonina;72-19-5
08839;treossulfano;299-75-2
08840;trepibutona;41826-92-0
08841;trepipam;56030-50-3
09589;treprostinila;81846-19-7
09590;treprostinila sódica;289480-64-4
08842;treptilamina;58313-74-9
08843;trequinsina;79855-88-2
08844;tresperimo;160677-67-8
08845;trestolona;3764-87-2
08847;tretamina;51-18-3
08848;tretinoína;302-79-4
08849;tretoquinol;30418-38-3
08850;triacetina;102-76-1
08851;triafungina;55242-77-8
08852;triampizina;6503-95-3
08853;triancinolona;124-94-7
08854;triancinolona acetonida ;76-25-5
08857;triancinolona benetonida;31002-79-6
08858;triancinolona furetonida;4984-94-0
08856;triancinolona hexacetonida;5611-51-8
08859;triantereno;396-01-0
08860;triaziquona;68-76-8
08861;triazolam;28911-01-5
08862;tribendilol;96258-13-8
08863;tribenosídeo;10310-32-4
08864;tribronsalana;87-10-5
10762;Tribulus terrestris L. ;[Ref. 6]
08865;tribuzona;13221-27-7
