Código do Termo;Termo
60029056;TAXA DE INSTALAÇÃO DE RESPIRADOR VOLUMÉTRICO
60029064;TAXA DE INSTALAÇÃO DE SORO EV, POR USO/SESSÃO
60029072;TAXA DE INTENSIFICADOR DE IMAGEM, POR HORA
60029080;TAXA DE ISOLAMENTO, POR DIA
60029099;TAXA DE MICROCÓSPIO NEUROLÓGICO DE FIBRA ÓTICA, POR HORA
60029110;TAXA DE MICROSCÓPIO CIRÚRGICO, POR HORA
60029129;TAXA DE MICROSCÓPIO DE OTORRINOLARINGOLOGIA, POR HORA
60029137;TAXA DE MICROSCÓPIO OFTALMOLÓGICO, POR HORA
60029145;TAXA DE MONITOR / MONITORIZAÇÃO  CARDÍACO / ECG, INSTALAÇÃO
60029153;TAXA DE MONITOR / MONITORIZAÇÃO  CARDÍACO / ECG, INSTALAÇÃO, FORA DA UTI E DO CENTRO CIRÚRGICO
60029161;TAXA DE MONITOR / MONITORIZAÇÃO  CARDÍACO / ECG, INSTALAÇÃO, NA UTI
60029170;TAXA DE MONITOR / MONITORIZAÇÃO  CARDÍACO / ECG, INSTALAÇÃO, NO CENTRO CIRÚRGICO
60029188;TAXA DE MONITOR / MONITORIZAÇÃO  CARDÍACO / ECG, POR DIA
60029196;TAXA DE MONITOR / MONITORIZAÇÃO  CARDÍACO / ECG, POR DIA, FORA DA UTI E DO CENTRO CIRÚRGICO
60029200;TAXA DE MONITOR / MONITORIZAÇÃO  CARDÍACO / ECG, POR DIA, NA UTI
60029218;TAXA DE MONITOR / MONITORIZAÇÃO  CARDÍACO / ECG, POR DIA, NO CENTRO CIRÚRGICO
60029226;TAXA DE MONITOR / MONITORIZAÇÃO  CARDÍACO / ECG, POR HORA
60029234;TAXA DE MONITOR / MONITORIZAÇÃO  CARDÍACO / ECG, POR HORA, FORA DA UTI E DO CENTRO CIRÚRGICO
60029242;TAXA DE MONITOR / MONITORIZAÇÃO  CARDÍACO / ECG, POR HORA, NA UTI
60029250;TAXA DE MONITOR / MONITORIZAÇÃO  CARDÍACO / ECG, POR HORA, NO CENTRO CIRÚRGICO
60029269;TAXA DE MONITOR / MONITORIZAÇÃO  CARDÍACO / ECG, POR USO/SESSÃO
60029277;TAXA DE MONITOR / MONITORIZAÇÃO  CARDÍACO / ECG, POR USO/SESSÃO, FORA DA UTI E DO CENTRO CIRÚRGICO
60029285;TAXA DE MONITOR / MONITORIZAÇÃO  CARDÍACO / ECG, POR USO/SESSÃO, NA UTI
60029293;TAXA DE MONITOR / MONITORIZAÇÃO  CARDÍACO / ECG, POR USO/SESSÃO, NO CENTRO CIRÚRGICO
60029307;TAXA DE MONITOR / MONITORIZAÇÃO  FETAL, INSTALAÇÃO
60029315;TAXA DE MONITOR / MONITORIZAÇÃO  FETAL, INSTALAÇÃO, FORA DA UTI E DO CENTRO CIRÚRGICO
60029323;TAXA DE MONITOR / MONITORIZAÇÃO  FETAL, INSTALAÇÃO, NA UTI
60029331;TAXA DE MONITOR / MONITORIZAÇÃO  FETAL, INSTALAÇÃO, NO CENTRO CIRÚRGICO
60029340;TAXA DE MONITOR / MONITORIZAÇÃO  FETAL, POR DIA
60029358;TAXA DE MONITOR / MONITORIZAÇÃO  FETAL, POR DIA, FORA DA UTI E DO CENTRO CIRÚRGICO
60029366;TAXA DE MONITOR / MONITORIZAÇÃO  FETAL, POR DIA, NA UTI
60029374;TAXA DE MONITOR / MONITORIZAÇÃO  FETAL, POR DIA, NO CENTRO CIRÚRGICO
60029382;TAXA DE MONITOR / MONITORIZAÇÃO  FETAL, POR HORA
60029390;TAXA DE MONITOR / MONITORIZAÇÃO  FETAL, POR HORA, FORA DA UTI E DO CENTRO CIRÚRGICO
60029404;TAXA DE MONITOR / MONITORIZAÇÃO  FETAL, POR HORA, NA UTI
60029412;TAXA DE MONITOR / MONITORIZAÇÃO  FETAL, POR HORA, NO CENTRO CIRÚRGICO
60029420;TAXA DE MONITOR / MONITORIZAÇÃO  FETAL, POR USO/SESSÃO
60029439;TAXA DE MONITOR / MONITORIZAÇÃO  FETAL, POR USO/SESSÃO, FORA DA UTI E DO CENTRO CIRÚRGICO
60029447;TAXA DE MONITOR / MONITORIZAÇÃO  FETAL, POR USO/SESSÃO, NA UTI
60029455;TAXA DE MONITOR / MONITORIZAÇÃO  FETAL, POR USO/SESSÃO, NO CENTRO CIRÚRGICO
60029463;TAXA DE MONITOR / MONITORIZAÇÃO  INTRA CRANIANO, INSTALAÇÃO
60029471;TAXA DE MONITOR / MONITORIZAÇÃO  INTRA CRANIANO, INSTALAÇÃO, FORA DA UTI E DO CENTRO CIRÚRGICO
60029480;TAXA DE MONITOR / MONITORIZAÇÃO  INTRA CRANIANO, INSTALAÇÃO, NA UTI
60029498;TAXA DE MONITOR / MONITORIZAÇÃO  INTRA CRANIANO, INSTALAÇÃO, NO CENTRO CIRÚRGICO
60029501;TAXA DE MONITOR / MONITORIZAÇÃO  INTRA CRANIANO, POR DIA
60029510;TAXA DE MONITOR / MONITORIZAÇÃO  INTRA CRANIANO, POR DIA, FORA DA UTI E DO CENTRO CIRÚRGICO
60029528;TAXA DE MONITOR / MONITORIZAÇÃO  INTRA CRANIANO, POR DIA, NA UTI
60029536;TAXA DE MONITOR / MONITORIZAÇÃO  INTRA CRANIANO, POR DIA, NO CENTRO CIRÚRGICO
60029544;TAXA DE MONITOR / MONITORIZAÇÃO  INTRA CRANIANO, POR HORA
60029552;TAXA DE MONITOR / MONITORIZAÇÃO  INTRA CRANIANO, POR HORA, FORA DA UTI E DO CENTRO CIRÚRGICO
60029560;TAXA DE MONITOR / MONITORIZAÇÃO  INTRA CRANIANO, POR HORA, NA UTI
60029579;TAXA DE MONITOR / MONITORIZAÇÃO  INTRA CRANIANO, POR HORA, NO CENTRO CIRÚRGICO
60029587;TAXA DE MONITOR / MONITORIZAÇÃO  INTRA CRANIANO, POR USO/SESSÃO
60029595;TAXA DE MONITOR / MONITORIZAÇÃO  INTRA CRANIANO, POR USO/SESSÃO, FORA DA UTI E DO CENTRO CIRÚRGICO
60029609;TAXA DE MONITOR / MONITORIZAÇÃO  INTRA CRANIANO, POR USO/SESSÃO, NA UTI
60029617;TAXA DE MONITOR / MONITORIZAÇÃO  INTRA CRANIANO, POR USO/SESSÃO, NO CENTRO CIRÚRGICO
60029625;TAXA DE MONITOR / MONITORIZAÇÃO  METABÓLICO, INSTALAÇÃO
60029633;TAXA DE MONITOR / MONITORIZAÇÃO  METABÓLICO, INSTALAÇÃO, FORA DA UTI E DO CENTRO CIRÚRGICO
60029641;TAXA DE MONITOR / MONITORIZAÇÃO  METABÓLICO, INSTALAÇÃO, NA UTI
60029650;TAXA DE MONITOR / MONITORIZAÇÃO  METABÓLICO, INSTALAÇÃO, NO CENTRO CIRÚRGICO
60029668;TAXA DE MONITOR / MONITORIZAÇÃO  METABÓLICO, POR DIA
60029676;TAXA DE MONITOR / MONITORIZAÇÃO  METABÓLICO, POR DIA, FORA DA UTI E DO CENTRO CIRÚRGICO
60029684;TAXA DE MONITOR / MONITORIZAÇÃO  METABÓLICO, POR DIA, NA UTI
60029692;TAXA DE MONITOR / MONITORIZAÇÃO  METABÓLICO, POR DIA, NO CENTRO CIRÚRGICO
60029706;TAXA DE MONITOR / MONITORIZAÇÃO  METABÓLICO, POR HORA
60029714;TAXA DE MONITOR / MONITORIZAÇÃO  METABÓLICO, POR HORA, FORA DA UTI E DO CENTRO CIRÚRGICO
60029722;TAXA DE MONITOR / MONITORIZAÇÃO  METABÓLICO, POR HORA, NA UTI
60029730;TAXA DE MONITOR / MONITORIZAÇÃO  METABÓLICO, POR HORA, NO CENTRO CIRÚRGICO
60029749;TAXA DE MONITOR / MONITORIZAÇÃO  METABÓLICO, POR USO/SESSÃO
60029757;TAXA DE MONITOR / MONITORIZAÇÃO  METABÓLICO, POR USO/SESSÃO, FORA DA UTI E DO CENTRO CIRÚRGICO
60029765;TAXA DE MONITOR / MONITORIZAÇÃO  METABÓLICO, POR USO/SESSÃO, NA UTI
60029773;TAXA DE MONITOR / MONITORIZAÇÃO  METABÓLICO, POR USO/SESSÃO, NO CENTRO CIRÚRGICO
60029781;TAXA DE MONITOR / MONITORIZAÇÃO  MULTIPARÂMETRO, INSTALAÇÃO
60029790;TAXA DE MONITOR / MONITORIZAÇÃO  MULTIPARÂMETRO, INSTALAÇÃO, FORA DA UTI E DO CENTRO CIRÚRGICO
60029803;TAXA DE MONITOR / MONITORIZAÇÃO  MULTIPARÂMETRO, INSTALAÇÃO, NA UTI
60029811;TAXA DE MONITOR / MONITORIZAÇÃO  MULTIPARÂMETRO, INSTALAÇÃO, NO CENTRO CIRÚRGICO
60029820;TAXA DE MONITOR / MONITORIZAÇÃO  MULTIPARÂMETRO, POR DIA
60029838;TAXA DE MONITOR / MONITORIZAÇÃO  MULTIPARÂMETRO, POR DIA, FORA DA UTI E DO CENTRO CIRÚRGICO
60029846;TAXA DE MONITOR / MONITORIZAÇÃO  MULTIPARÂMETRO, POR DIA, NA UTI
60029854;TAXA DE MONITOR / MONITORIZAÇÃO  MULTIPARÂMETRO, POR DIA, NO CENTRO CIRÚRGICO
60029862;TAXA DE MONITOR / MONITORIZAÇÃO  MULTIPARÂMETRO, POR HORA
60029870;TAXA DE MONITOR / MONITORIZAÇÃO  MULTIPARÂMETRO, POR HORA, FORA DA UTI E DO CENTRO CIRÚRGICO
60029889;TAXA DE MONITOR / MONITORIZAÇÃO  MULTIPARÂMETRO, POR HORA, NA UTI
60029897;TAXA DE MONITOR / MONITORIZAÇÃO  MULTIPARÂMETRO, POR HORA, NO CENTRO CIRÚRGICO
60029900;TAXA DE MONITOR / MONITORIZAÇÃO  MULTIPARÂMETRO, POR USO/SESSÃO
60029919;TAXA DE MONITOR / MONITORIZAÇÃO  MULTIPARÂMETRO, POR USO/SESSÃO, FORA DA UTI E DO CENTRO CIRÚRGICO
60029927;TAXA DE MONITOR / MONITORIZAÇÃO  MULTIPARÂMETRO, POR USO/SESSÃO, NA UTI
60029935;TAXA DE MONITOR / MONITORIZAÇÃO  MULTIPARÂMETRO, POR USO/SESSÃO, NO CENTRO CIRÚRGICO
60029943;TAXA DE MONITOR / MONITORIZAÇÃO CARDÍACO, EM DOMICÍLIO
60029951;TAXA DE MONITOR / MONITORIZAÇÃO DE APNÉIA, INSTALAÇÃO
60029960;TAXA DE MONITOR / MONITORIZAÇÃO DE APNÉIA, INSTALAÇÃO, FORA DA UTI E DO CENTRO CIRÚRGICO
60029978;TAXA DE MONITOR / MONITORIZAÇÃO DE APNÉIA, INSTALAÇÃO, NA UTI
60029986;TAXA DE MONITOR / MONITORIZAÇÃO DE APNÉIA, INSTALAÇÃO, NO CENTRO CIRÚRGICO
60029994;TAXA DE MONITOR / MONITORIZAÇÃO DE APNÉIA, POR DIA
60030003;TAXA DE MONITOR / MONITORIZAÇÃO DE APNÉIA, POR DIA, FORA DA UTI E DO CENTRO CIRÚRGICO
60030011;TAXA DE MONITOR / MONITORIZAÇÃO DE APNÉIA, POR DIA, NA UTI
60030020;TAXA DE MONITOR / MONITORIZAÇÃO DE APNÉIA, POR DIA, NO CENTRO CIRÚRGICO
60030038;TAXA DE MONITOR / MONITORIZAÇÃO DE APNÉIA, POR HORA
60030046;TAXA DE MONITOR / MONITORIZAÇÃO DE APNÉIA, POR HORA, FORA DA UTI E DO CENTRO CIRÚRGICO
60030054;TAXA DE MONITOR / MONITORIZAÇÃO DE APNÉIA, POR HORA, NA UTI
60030062;TAXA DE MONITOR / MONITORIZAÇÃO DE APNÉIA, POR HORA, NO CENTRO CIRÚRGICO
60030070;TAXA DE MONITOR / MONITORIZAÇÃO DE APNÉIA, POR USO/SESSÃO
60030089;TAXA DE MONITOR / MONITORIZAÇÃO DE APNÉIA, POR USO/SESSÃO, FORA DA UTI E DO CENTRO CIRÚRGICO
60030097;TAXA DE MONITOR / MONITORIZAÇÃO DE APNÉIA, POR USO/SESSÃO, NA UTI
60030100;TAXA DE MONITOR / MONITORIZAÇÃO DE APNÉIA, POR USO/SESSÃO, NO CENTRO CIRÚRGICO
60030119;TAXA DE MONITOR / MONITORIZAÇÃO DE BIS / SEDAÇÃO E ANESTESIA, INSTALAÇÃO
60030127;TAXA DE MONITOR / MONITORIZAÇÃO DE BIS / SEDAÇÃO E ANESTESIA, INSTALAÇÃO, FORA DA UTI E DO CENTRO CIRÚRGICO
60030135;TAXA DE MONITOR / MONITORIZAÇÃO DE BIS / SEDAÇÃO E ANESTESIA, INSTALAÇÃO, NA UTI
60030143;TAXA DE MONITOR / MONITORIZAÇÃO DE BIS / SEDAÇÃO E ANESTESIA, INSTALAÇÃO, NO CENTRO CIRÚRGICO
60030151;TAXA DE MONITOR / MONITORIZAÇÃO DE BIS / SEDAÇÃO E ANESTESIA, POR DIA
60030160;TAXA DE MONITOR / MONITORIZAÇÃO DE BIS / SEDAÇÃO E ANESTESIA, POR DIA, FORA DA UTI E DO CENTRO CIRÚRGICO
60030178;TAXA DE MONITOR / MONITORIZAÇÃO DE BIS / SEDAÇÃO E ANESTESIA, POR DIA, NA UTI
60030186;TAXA DE MONITOR / MONITORIZAÇÃO DE BIS / SEDAÇÃO E ANESTESIA, POR DIA, NO CENTRO CIRÚRGICO
60030194;TAXA DE MONITOR / MONITORIZAÇÃO DE BIS / SEDAÇÃO E ANESTESIA, POR HORA
60030208;TAXA DE MONITOR / MONITORIZAÇÃO DE BIS / SEDAÇÃO E ANESTESIA, POR HORA, FORA DA UTI E DO CENTRO CIRÚRGICO
60030216;TAXA DE MONITOR / MONITORIZAÇÃO DE BIS / SEDAÇÃO E ANESTESIA, POR HORA, NA UTI
60030224;TAXA DE MONITOR / MONITORIZAÇÃO DE BIS / SEDAÇÃO E ANESTESIA, POR HORA, NO CENTRO CIRÚRGICO
60030232;TAXA DE MONITOR / MONITORIZAÇÃO DE BIS / SEDAÇÃO E ANESTESIA, POR USO/SESSÃO
60030240;TAXA DE MONITOR / MONITORIZAÇÃO DE BIS / SEDAÇÃO E ANESTESIA, POR USO/SESSÃO, FORA DA UTI E DO CENTRO CIRÚRGICO
60030259;TAXA DE MONITOR / MONITORIZAÇÃO DE BIS / SEDAÇÃO E ANESTESIA, POR USO/SESSÃO, NA UTI
60030267;TAXA DE MONITOR / MONITORIZAÇÃO DE BIS / SEDAÇÃO E ANESTESIA, POR USO/SESSÃO, NO CENTRO CIRÚRGICO
60030275;TAXA DE MONITOR / MONITORIZAÇÃO DE CAPNÓGRAFO, INSTALAÇÃO
60030283;TAXA DE MONITOR / MONITORIZAÇÃO DE CAPNÓGRAFO, INSTALAÇÃO, FORA DA UTI E DO CENTRO CIRÚRGICO
60030291;TAXA DE MONITOR / MONITORIZAÇÃO DE CAPNÓGRAFO, INSTALAÇÃO, NA UTI
60030305;TAXA DE MONITOR / MONITORIZAÇÃO DE CAPNÓGRAFO, INSTALAÇÃO, NO CENTRO CIRÚRGICO
60030313;TAXA DE MONITOR / MONITORIZAÇÃO DE CAPNÓGRAFO, POR DIA
60030321;TAXA DE MONITOR / MONITORIZAÇÃO DE CAPNÓGRAFO, POR DIA, FORA DA UTI E DO CENTRO CIRÚRGICO
60030330;TAXA DE MONITOR / MONITORIZAÇÃO DE CAPNÓGRAFO, POR DIA, NA UTI
60030348;TAXA DE MONITOR / MONITORIZAÇÃO DE CAPNÓGRAFO, POR DIA, NO CENTRO CIRÚRGICO
60030356;TAXA DE MONITOR / MONITORIZAÇÃO DE CAPNÓGRAFO, POR HORA
60030364;TAXA DE MONITOR / MONITORIZAÇÃO DE CAPNÓGRAFO, POR HORA, FORA DA UTI E DO CENTRO CIRÚRGICO
60030372;TAXA DE MONITOR / MONITORIZAÇÃO DE CAPNÓGRAFO, POR HORA, NA UTI
60030380;TAXA DE MONITOR / MONITORIZAÇÃO DE CAPNÓGRAFO, POR HORA, NO CENTRO CIRÚRGICO
60030399;TAXA DE MONITOR / MONITORIZAÇÃO DE CAPNÓGRAFO, POR USO/SESSÃO
60030402;TAXA DE MONITOR / MONITORIZAÇÃO DE CAPNÓGRAFO, POR USO/SESSÃO, FORA DA UTI E DO CENTRO CIRÚRGICO
60030410;TAXA DE MONITOR / MONITORIZAÇÃO DE CAPNÓGRAFO, POR USO/SESSÃO, NA UTI
60030429;TAXA DE MONITOR / MONITORIZAÇÃO DE CAPNÓGRAFO, POR USO/SESSÃO, NO CENTRO CIRÚRGICO
60030437;TAXA DE MONITOR / MONITORIZAÇÃO DE CARDIOTOCOGRAFIA, INSTALAÇÃO
60030445;TAXA DE MONITOR / MONITORIZAÇÃO DE CARDIOTOCOGRAFIA, INSTALAÇÃO, FORA DA UTI E DO CENTRO CIRÚRGICO
60030453;TAXA DE MONITOR / MONITORIZAÇÃO DE CARDIOTOCOGRAFIA, INSTALAÇÃO, NA UTI
60030461;TAXA DE MONITOR / MONITORIZAÇÃO DE CARDIOTOCOGRAFIA, INSTALAÇÃO, NO CENTRO CIRÚRGICO
60030470;TAXA DE MONITOR / MONITORIZAÇÃO DE CARDIOTOCOGRAFIA, POR DIA
60030488;TAXA DE MONITOR / MONITORIZAÇÃO DE CARDIOTOCOGRAFIA, POR DIA, FORA DA UTI E DO CENTRO CIRÚRGICO
60030496;TAXA DE MONITOR / MONITORIZAÇÃO DE CARDIOTOCOGRAFIA, POR DIA, NA UTI
60030500;TAXA DE MONITOR / MONITORIZAÇÃO DE CARDIOTOCOGRAFIA, POR DIA, NO CENTRO CIRÚRGICO
60030518;TAXA DE MONITOR / MONITORIZAÇÃO DE CARDIOTOCOGRAFIA, POR HORA
60030526;TAXA DE MONITOR / MONITORIZAÇÃO DE CARDIOTOCOGRAFIA, POR HORA, FORA DA UTI E DO CENTRO CIRÚRGICO
60030534;TAXA DE MONITOR / MONITORIZAÇÃO DE CARDIOTOCOGRAFIA, POR HORA, NA UTI
60030542;TAXA DE MONITOR / MONITORIZAÇÃO DE CARDIOTOCOGRAFIA, POR HORA, NO CENTRO CIRÚRGICO
60030550;TAXA DE MONITOR / MONITORIZAÇÃO DE CARDIOTOCOGRAFIA, POR USO/SESSÃO
60030569;TAXA DE MONITOR / MONITORIZAÇÃO DE CARDIOTOCOGRAFIA, POR USO/SESSÃO, FORA DA UTI E DO CENTRO CIRÚRGICO
60030577;TAXA DE MONITOR / MONITORIZAÇÃO DE CARDIOTOCOGRAFIA, POR USO/SESSÃO, NA UTI
60030585;TAXA DE MONITOR / MONITORIZAÇÃO DE CARDIOTOCOGRAFIA, POR USO/SESSÃO, NO CENTRO CIRÚRGICO
60030593;TAXA DE MONITOR / MONITORIZAÇÃO DE DÉBITO CARDÍACO, INSTALAÇÃO
60030607;TAXA DE MONITOR / MONITORIZAÇÃO DE DÉBITO CARDÍACO, INSTALAÇÃO, FORA DA UTI E DO CENTRO CIRÚRGICO
60030615;TAXA DE MONITOR / MONITORIZAÇÃO DE DÉBITO CARDÍACO, INSTALAÇÃO, NA UTI
60030623;TAXA DE MONITOR / MONITORIZAÇÃO DE DÉBITO CARDÍACO, INSTALAÇÃO, NO CENTRO CIRÚRGICO
60030631;TAXA DE MONITOR / MONITORIZAÇÃO DE DÉBITO CARDÍACO, POR DIA
60030640;TAXA DE MONITOR / MONITORIZAÇÃO DE DÉBITO CARDÍACO, POR DIA, FORA DA UTI E DO CENTRO CIRÚRGICO
60030658;TAXA DE MONITOR / MONITORIZAÇÃO DE DÉBITO CARDÍACO, POR DIA, NA UTI
60030666;TAXA DE MONITOR / MONITORIZAÇÃO DE DÉBITO CARDÍACO, POR DIA, NO CENTRO CIRÚRGICO
60030674;TAXA DE MONITOR / MONITORIZAÇÃO DE DÉBITO CARDÍACO, POR HORA
60030682;TAXA DE MONITOR / MONITORIZAÇÃO DE DÉBITO CARDÍACO, POR HORA, FORA DA UTI E DO CENTRO CIRÚRGICO
60030690;TAXA DE MONITOR / MONITORIZAÇÃO DE DÉBITO CARDÍACO, POR HORA, NA UTI
60030704;TAXA DE MONITOR / MONITORIZAÇÃO DE DÉBITO CARDÍACO, POR HORA, NO CENTRO CIRÚRGICO
60030712;TAXA DE MONITOR / MONITORIZAÇÃO DE DÉBITO CARDÍACO, POR USO/SESSÃO
60030720;TAXA DE MONITOR / MONITORIZAÇÃO DE DÉBITO CARDÍACO, POR USO/SESSÃO, FORA DA UTI E DO CENTRO CIRÚRGICO
60030739;TAXA DE MONITOR / MONITORIZAÇÃO DE DÉBITO CARDÍACO, POR USO/SESSÃO, NA UTI
60030747;TAXA DE MONITOR / MONITORIZAÇÃO DE DÉBITO CARDÍACO, POR USO/SESSÃO, NO CENTRO CIRÚRGICO
60030755;TAXA DE MONITOR / MONITORIZAÇÃO DE ELETROENCEFALOGRAMA, INSTALAÇÃO
60030763;TAXA DE MONITOR / MONITORIZAÇÃO DE ELETROENCEFALOGRAMA, INSTALAÇÃO, FORA DA UTI E DO CENTRO CIRÚRGICO
60030771;TAXA DE MONITOR / MONITORIZAÇÃO DE ELETROENCEFALOGRAMA, INSTALAÇÃO, NA UTI
60030780;TAXA DE MONITOR / MONITORIZAÇÃO DE ELETROENCEFALOGRAMA, INSTALAÇÃO, NO CENTRO CIRÚRGICO
60030798;TAXA DE MONITOR / MONITORIZAÇÃO DE ELETROENCEFALOGRAMA, POR DIA
60030801;TAXA DE MONITOR / MONITORIZAÇÃO DE ELETROENCEFALOGRAMA, POR DIA, FORA DA UTI E DO CENTRO CIRÚRGICO
60030810;TAXA DE MONITOR / MONITORIZAÇÃO DE ELETROENCEFALOGRAMA, POR DIA, NA UTI
60030828;TAXA DE MONITOR / MONITORIZAÇÃO DE ELETROENCEFALOGRAMA, POR DIA, NO CENTRO CIRÚRGICO
60030836;TAXA DE MONITOR / MONITORIZAÇÃO DE ELETROENCEFALOGRAMA, POR HORA
60030844;TAXA DE MONITOR / MONITORIZAÇÃO DE ELETROENCEFALOGRAMA, POR HORA, FORA DA UTI E DO CENTRO CIRÚRGICO
60030852;TAXA DE MONITOR / MONITORIZAÇÃO DE ELETROENCEFALOGRAMA, POR HORA, NA UTI
60030860;TAXA DE MONITOR / MONITORIZAÇÃO DE ELETROENCEFALOGRAMA, POR HORA, NO CENTRO CIRÚRGICO
60030879;TAXA DE MONITOR / MONITORIZAÇÃO DE ELETROENCEFALOGRAMA, POR USO/SESSÃO
60030887;TAXA DE MONITOR / MONITORIZAÇÃO DE ELETROENCEFALOGRAMA, POR USO/SESSÃO, FORA DA UTI E DO CENTRO CIRÚRGICO
60030895;TAXA DE MONITOR / MONITORIZAÇÃO DE ELETROENCEFALOGRAMA, POR USO/SESSÃO, NA UTI
60030909;TAXA DE MONITOR / MONITORIZAÇÃO DE ELETROENCEFALOGRAMA, POR USO/SESSÃO, NO CENTRO CIRÚRGICO
60030917;TAXA DE MONITOR / MONITORIZAÇÃO DE GASES, INSTALAÇÃO
60030925;TAXA DE MONITOR / MONITORIZAÇÃO DE GASES, INSTALAÇÃO, FORA DA UTI E DO CENTRO CIRÚRGICO
60030933;TAXA DE MONITOR / MONITORIZAÇÃO DE GASES, INSTALAÇÃO, NA UTI
60030941;TAXA DE MONITOR / MONITORIZAÇÃO DE GASES, INSTALAÇÃO, NO CENTRO CIRÚRGICO
60030950;TAXA DE MONITOR / MONITORIZAÇÃO DE GASES, POR DIA
60030968;TAXA DE MONITOR / MONITORIZAÇÃO DE GASES, POR DIA, FORA DA UTI E DO CENTRO CIRÚRGICO
60030976;TAXA DE MONITOR / MONITORIZAÇÃO DE GASES, POR DIA, NA UTI
60030984;TAXA DE MONITOR / MONITORIZAÇÃO DE GASES, POR DIA, NO CENTRO CIRÚRGICO
60030992;TAXA DE MONITOR / MONITORIZAÇÃO DE GASES, POR HORA
60031000;TAXA DE MONITOR / MONITORIZAÇÃO DE GASES, POR HORA, FORA DA UTI E DO CENTRO CIRÚRGICO
60031018;TAXA DE MONITOR / MONITORIZAÇÃO DE GASES, POR HORA, NA UTI
60031026;TAXA DE MONITOR / MONITORIZAÇÃO DE GASES, POR HORA, NO CENTRO CIRÚRGICO
60031034;TAXA DE MONITOR / MONITORIZAÇÃO DE GASES, POR USO/SESSÃO
60031042;TAXA DE MONITOR / MONITORIZAÇÃO DE GASES, POR USO/SESSÃO, FORA DA UTI E DO CENTRO CIRÚRGICO
60031050;TAXA DE MONITOR / MONITORIZAÇÃO DE GASES, POR USO/SESSÃO, NA UTI
60031069;TAXA DE MONITOR / MONITORIZAÇÃO DE GASES, POR USO/SESSÃO, NO CENTRO CIRÚRGICO
60031395;TAXA DE MONITOR / MONITORIZAÇÃO DE OXICAPNÓGRAFO, INSTALAÇÃO
60031409;TAXA DE MONITOR / MONITORIZAÇÃO DE OXICAPNÓGRAFO, INSTALAÇÃO, FORA DA UTI E DO CENTRO CIRÚRGICO
60031417;TAXA DE MONITOR / MONITORIZAÇÃO DE OXICAPNÓGRAFO, INSTALAÇÃO, NA UTI
60031425;TAXA DE MONITOR / MONITORIZAÇÃO DE OXICAPNÓGRAFO, INSTALAÇÃO, NO CENTRO CIRÚRGICO
60031433;TAXA DE MONITOR / MONITORIZAÇÃO DE OXICAPNÓGRAFO, POR DIA
60031441;TAXA DE MONITOR / MONITORIZAÇÃO DE OXICAPNÓGRAFO, POR DIA, FORA DA UTI E DO CENTRO CIRÚRGICO
60031450;TAXA DE MONITOR / MONITORIZAÇÃO DE OXICAPNÓGRAFO, POR DIA, NA UTI
60031468;TAXA DE MONITOR / MONITORIZAÇÃO DE OXICAPNÓGRAFO, POR DIA, NO CENTRO CIRÚRGICO
60031476;TAXA DE MONITOR / MONITORIZAÇÃO DE OXICAPNÓGRAFO, POR HORA
60031484;TAXA DE MONITOR / MONITORIZAÇÃO DE OXICAPNÓGRAFO, POR HORA, FORA DA UTI E DO CENTRO CIRÚRGICO
60031492;TAXA DE MONITOR / MONITORIZAÇÃO DE OXICAPNÓGRAFO, POR HORA, NA UTI
60031506;TAXA DE MONITOR / MONITORIZAÇÃO DE OXICAPNÓGRAFO, POR HORA, NO CENTRO CIRÚRGICO
60031514;TAXA DE MONITOR / MONITORIZAÇÃO DE OXICAPNÓGRAFO, POR USO/SESSÃO
60031522;TAXA DE MONITOR / MONITORIZAÇÃO DE OXICAPNÓGRAFO, POR USO/SESSÃO, FORA DA UTI E DO CENTRO CIRÚRGICO
60031530;TAXA DE MONITOR / MONITORIZAÇÃO DE OXICAPNÓGRAFO, POR USO/SESSÃO, NA UTI
60031549;TAXA DE MONITOR / MONITORIZAÇÃO DE OXICAPNÓGRAFO, POR USO/SESSÃO, NO CENTRO CIRÚRGICO
60031557;TAXA DE MONITOR / MONITORIZAÇÃO DE ÓXIDO NÍTRICO, INSTALAÇÃO
60031565;TAXA DE MONITOR / MONITORIZAÇÃO DE ÓXIDO NÍTRICO, INSTALAÇÃO, FORA DA UTI E DO CENTRO CIRÚRGICO
60031573;TAXA DE MONITOR / MONITORIZAÇÃO DE ÓXIDO NÍTRICO, INSTALAÇÃO, NA UTI
60031581;TAXA DE MONITOR / MONITORIZAÇÃO DE ÓXIDO NÍTRICO, INSTALAÇÃO, NO CENTRO CIRÚRGICO
60031590;TAXA DE MONITOR / MONITORIZAÇÃO DE ÓXIDO NÍTRICO, POR DIA
60031603;TAXA DE MONITOR / MONITORIZAÇÃO DE ÓXIDO NÍTRICO, POR DIA, FORA DA UTI E DO CENTRO CIRÚRGICO
60031611;TAXA DE MONITOR / MONITORIZAÇÃO DE ÓXIDO NÍTRICO, POR DIA, NA UTI
60031620;TAXA DE MONITOR / MONITORIZAÇÃO DE ÓXIDO NÍTRICO, POR DIA, NO CENTRO CIRÚRGICO
60031638;TAXA DE MONITOR / MONITORIZAÇÃO DE ÓXIDO NÍTRICO, POR HORA
